
comparison_config = {'COMPARISON_TYPE': 'single_run', 'RUN_NAME': '260FullImagestranscribed', 'COMPARISON_NAME': '', 'RECORD_REF_FIELDNAME': 'accessURI', 'SKIP_LIST': [], 'SELECTED_FIELDS_LIST': [], 'USE_SELECTED_FIELDS_ONLY': False, 'GROUND_TRUTH_FILENAME': '260ImagesGroundTruth.csv', 'TRANSCRIPTIONS_PATH': 'DataAnalysis/Transcriptions/', 'COMPARISONS_PATH': 'DataAnalysis/Comparisons/'}
edit_distance_config = {'USE_FIELDNAMES_EXCLUSIVELY': False, 'FIELDNAMES_COSTS': {'RANDO_FIELDNAME1': {'INSERT_CHAR_COSTS': [[]], 'DELETE_CHAR_COSTS': [[]], 'SUBSTITUTION_CHAR_COSTS': [[]], 'TRANSPOSITON_CHAR_COSTS': [[]]}, 'RANDO_FIELDNAME2': {'INSERT_CHAR_COSTS': [[]], 'DELETE_CHAR_COSTS': [[]], 'SUBSTITUTION_CHAR_COSTS': [[]], 'TRANSPOSITON_CHAR_COSTS': [[]]}}, 'DEFAULT_FIELDS_CUSTOM_COSTS': {'INSERT_CHAR_COSTS': [[]], 'DELETE_CHAR_COSTS': [[]], 'SUBSTITUTION_CHAR_COSTS': [[]], 'TRANSPOSITON_CHAR_COSTS': [[]]}}
tolerances_config = {'TOLERANCES_ALLOWED': False, 'TOLS': {'RANDO_FIELDNAME1': [None, None], 'RANDO_FIELDNAME2': [None], 'ENABLE_EDIT_DISTANCE_THRESHOLD': False, 'EDIT_DISTANCE_THRESHOLDS': {'RANDO_FIELDNAME1': {'SCALED': None, 'VALUE': None}, 'RANDO_FIELDNAME2': {'SCALED': None, 'VALUE': None}, 'DEFAULT': {'SCALED': None, 'VALUE': None}}}}


spreadsource = '260FullImagestranscribed-transcriptions.csv'

country: 16

https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg, gradedNoMatchValid = 0.86: South Sudan___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2437/184/V0576008F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2441/863/V0574052F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2442/190/V0597557F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2454/080/V0597688F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2460/430/V0580026F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2464/177/V0580516F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2474/564/V0594158F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2487/920/V0603038F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/2511/134/V0605675F.jpg, gradedNoMatchValid = 0.46: Democratic Republic of the Congo___Congo, the Democratic Republic of the
https://fm-digital-assets.fieldmuseum.org/40/414/V0042484F.jpg, gradedNoMatchValid = 1: N/A___Peru
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg, gradedNoMatchValid = 0.85: United States___U.S.A.
https://fm-digital-assets.fieldmuseum.org/2550/929/C2000538F.jpg, gradedNoMatchValid = 0.85: United States___England
https://fm-digital-assets.fieldmuseum.org/2550/941/C2000938F.jpg, gradedNoMatchValid = 0.8: Costa Rica___France
https://fm-digital-assets.fieldmuseum.org/2550/958/C2010618F.jpg, gradedNoMatchValid = 0.79: United Kingdom___England
https://zenodo.org/record/1485964/files/K000773283.jpg, gradedNoMatchValid = 0.79: United Kingdom___England

firstPoliticalUnit: 72

https://fm-digital-assets.fieldmuseum.org/2433/459/V0573776F.jpg, gradedNoMatchValid = 0: Bahr el Jebel___N/A
https://fm-digital-assets.fieldmuseum.org/2434/201/V0577892F.jpg, gradedNoMatchValid = 0: Bioco___N/A
https://fm-digital-assets.fieldmuseum.org/2437/617/V0578553F.jpg, gradedNoMatchValid = 0: Bioco___N/A
https://fm-digital-assets.fieldmuseum.org/2446/122/V0577681F.jpg, gradedNoMatchValid = 0: Shewa___N/A
https://fm-digital-assets.fieldmuseum.org/2452/643/V0594376F.jpg, gradedNoMatchValid = 0: Manovo-Gounda-St. Floris___N/A
https://fm-digital-assets.fieldmuseum.org/2453/856/V0597275F.jpg, gradedNoMatchValid = 0: Harerge___N/A
https://fm-digital-assets.fieldmuseum.org/2454/013/V0597626F.jpg, gradedNoMatchValid = 0: Kajiado___N/A
https://fm-digital-assets.fieldmuseum.org/2454/080/V0597688F.jpg, gradedNoMatchValid = 0: Lualaba___N/A
https://fm-digital-assets.fieldmuseum.org/2464/177/V0580516F.jpg, gradedNoMatchValid = 0: Kivu___N/A
https://fm-digital-assets.fieldmuseum.org/2473/141/V0580728F.jpg, gradedNoMatchValid = 0: Annobón___N/A
https://fm-digital-assets.fieldmuseum.org/2474/564/V0594158F.jpg, gradedNoMatchValid = 0: North Kivu___N/A
https://fm-digital-assets.fieldmuseum.org/2478/115/V0601010F.jpg, gradedNoMatchValid = 0: Volta___N/A
https://fm-digital-assets.fieldmuseum.org/2487/806/V0606178F.jpg, gradedNoMatchValid = 0: Kwale___N/A
https://fm-digital-assets.fieldmuseum.org/2491/969/V0606676F.jpg, gradedNoMatchValid = 0: Northwest___N/A
https://fm-digital-assets.fieldmuseum.org/2491/991/V0601406F.jpg, gradedNoMatchValid = 0: Annobon___N/A
https://fm-digital-assets.fieldmuseum.org/2500/629/V0567164F.jpg, gradedNoMatchValid = 0: Central___N/A
https://fm-digital-assets.fieldmuseum.org/2504/891/V0567306F.jpg, gradedNoMatchValid = 1.0: Sud-Ouest___Fako
https://fm-digital-assets.fieldmuseum.org/2505/266/V0606921F.jpg, gradedNoMatchValid = 0: Kitui___N/A
https://fm-digital-assets.fieldmuseum.org/2506/309/V0605928F.jpg, gradedNoMatchValid = 1.0: Sud-Ouest___Fako
https://fm-digital-assets.fieldmuseum.org/2513/815/V0570163F.jpg, gradedNoMatchValid = 0.58: Volta Region___Volta
https://fm-digital-assets.fieldmuseum.org/2515/000/V0570110F.jpg, gradedNoMatchValid = 1: N/A___Southeast
https://fm-digital-assets.fieldmuseum.org/283/156/V0092915F.jpg, gradedNoMatchValid = 0.1: San Martin___San Martín
