
comparison_config = {'COMPARISON_TYPE': 'single_run', 'RUN_NAME': 'gpt-4o-2025-04-18-2319', 'COMPARISON_NAME': '', 'RECORD_REF_FIELDNAME': 'accessURI', 'SKIP_LIST': [], 'SELECTED_FIELDS_LIST': [], 'USE_SELECTED_FIELDS_ONLY': False, 'GROUND_TRUTH_FILENAME': '18-mixed-trillo.csv', 'PROMPT_FILENAME': 'Prompt 1.5.4.txt', 'TRANSCRIPTIONS_PATH': 'DataAnalysis/Transcriptions/', 'COMPARISONS_PATH': 'DataAnalysis/Comparisons/', 'PROMPTS_PATH': 'Prompts/'}
edit_distance_config = {'USE_FIELDNAMES_EXCLUSIVELY': False, 'FIELDNAMES_COSTS': {}, 'DEFAULT_FIELDS_CUSTOM_COSTS': {'INSERT_CHAR_COSTS': [[]], 'DELETE_CHAR_COSTS': [[]], 'SUBSTITUTION_CHAR_COSTS': [[]], 'TRANSPOSITON_CHAR_COSTS': [[]]}}
tolerances_config = {'TOLERANCES_ALLOWED': False, 'TOLS': {'ENABLE_EDIT_DISTANCE_THRESHOLD': False, 'EDIT_DISTANCE_THRESHOLDS': {'DEFAULT': {'SCALED': None, 'VALUE': None}}}}


spreadsource = 'gpt-4o-2025-04-18-2319-transcriptions.csv'

accessionNumber: 10

https://fm-digital-assets.fieldmuseum.org/2523/698/C2051895F.jpg, gradedNoMatchValid = 1.0: ___973420
https://fm-digital-assets.fieldmuseum.org/2521/207/C2026385F.jpg, gradedNoMatchValid = 0: ___N/A
https://fm-digital-assets.fieldmuseum.org/2726/069/C2036209F.jpg, gradedNoMatchValid = 1.0: ___1053922
https://fm-digital-assets.fieldmuseum.org/2669/168/C2047133F.jpg, gradedNoMatchValid = 0: ___N/A
https://fm-digital-assets.fieldmuseum.org/2669/105/C2037874F.jpg, gradedNoMatchValid = 1.0: ___1071170
https://fm-digital-assets.fieldmuseum.org/440/996/C1048926F.jpg, gradedNoMatchValid = 0: C1048926F___N/A
https://bryophyteportal.org/imglib/storage/f/bryophytes/C00798/C0079851F_lg.jpg, gradedNoMatchValid = 0: C0079851F___N/A
https://bryophyteportal.org/imglib/storage/f/bryophytes/C00794/C0079440F_lg.jpg, gradedNoMatchValid = 0: C0079440F___N/A
https://fm-digital-assets.fieldmuseum.org/2527/647/C2046783F.jpg, gradedNoMatchValid = 1.0: ___1039028
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg, gradedNoMatchValid = 1.0: ___779919

associatedTaxa: 11

