Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
C0268502F_p.jpg,leg. M. Fleischer,M. Fleischer,N/A,B 2734,25.3.1903,1903-03-25,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,Queensland,N/A,Eumundi,"ca. 100 km nördlich Brisbane, Urwald.","approximately 100 kilometers north of Brisbane, rainforest",rainforest,N/A,N/A,C0268502F,Typed,no type status
C0268508F_p.jpg,M. Fleischer,M. Fleischer,N/A,B 2692,25.3.1903,1903-03-25,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,Queensland,N/A,Eumundi,"Australien: Queensland, Eumundi (ca. 100 km nördlich Brisbane), Urwald.",[precise locality unknown],Urwald,N/A,N/A,N/A,Typed,no type status
C0268514F_p.jpg,leg. M. Fleischer,M. Fleischer,N/A,B 2552,6.4.1903,1903-04-06,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,New South Wales,N/A,Wentworth Falls,"Blue Mountains bei Sydney, Wentworth Falls.","Blue Mountains near Sydney, Wentworth Falls",[precise locality unknown],N/A,N/A,N/A,Typed,no type status
C0268520F_p.jpg,,,,,,,,,,,,,,,,,,,,,,,,
C0268544F.jpg,T. Nakajima,T. Nakajima,N/A,1229,"Mar. 27, 1971",1971-03-27,N/A,Macromitrium gymnostonum Sull. et Lesq. c. fr.,Macromitrium gymnostonum,T. Nakajima,"Mar. 27, 1971",N/A,Japan,Wakayama Prefecture,Nishimuro-gun,Oto-mura,"On vertical face of rock, Ohara, Yuya, Oto-mura, Nishimuro-gun","On vertical face of rock, Ohara, Yuya",N/A,330 m alt.,N/A,C0268544F,Typed,no type status
C0268545F.jpg,T. Nakajima,T. Nakajima,N/A,s.n.,"May 4, 1958",1958-05-04,N/A,Macrotritium gymnostomum Sull. et Lesq.,Macrotritium gymnostomum,T. Nakajima,N/A,Fagus crenata,Japan,Nara,N/A,N/A,"Mt. Obako, Nara Prefecture","On trunks of Fagus crenata, ca. 1200 m. alt., Mt. Obako",On trunks of Fagus crenata,ca. 1200 m. alt.,N/A,C0268545F,Typed,no type status
C0268546F.jpg,T. Nakajima,T. Nakajima,N/A,1129,"March 28, 1967",1967-03-28,N/A,Macromitrium gymnostomum Sull. & Lesq. c. fr.,Macromitrium gymnostomum,T. Nakajima,"March 28, 1967",N/A,Japan,Wakayama,Nishimuro,Shirahama-chō,"On rocks, ca. 100 m alt., Syōgawa, Shirahama-chō, Nishimuro-gun","On rocks, approximately 100 meters altitude, Syōgawa, Shirahama-chō",N/A,ca. 100 m alt.,N/A,C0268546F,Typed,no type status
C0268548F.jpg,S. Hattori,S. Hattori,N/A,s.n.,X. 1946,1946-10-00,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,Ser. I (1947),N/A,Japan,Miyazaki,N/A,"Minaminaka, Sakatani","KIUSHIU, Miyazaki, Minaminaka, Sakatani, ad arborum truncos, ca 500 m",near tree trunks,on tree trunks,ca 500 m,N/A,C0268548F,Typed,no type status
C0268549F.jpg,R.P. J.B. Ferrié,J.B. Ferrié,N/A,s.n.,20.4.1898,1898-04-20,N/A,Macromitrium gymnostomum S. L.,Macromitrium gymnostomum,Thériot,unsure and check,N/A,Japan,N/A,N/A,N/A,Iles Liou-Kiou – Centre de l'ile,Centre de l'ile,[precise habitat description not provided on label],N/A,N/A,C0268549F,Typed,no type status
C0268550F.jpg,R.P. J.B. Ferrié,J.B. Ferrié,N/A,s.n.,oct.nov.1898,1898-10-00,1898-11-00,Macromitrium gymnostonum S. L.  = m. rupestre Mitt. Sull. Card.,Macromitrium gymnostonum,Thériot,N/A,N/A,Japan,N/A,N/A,N/A,Yaku-Sima,Yaku-Sima,N/A,N/A,N/A,C0268550F,Typed,no type status
C0268554F.jpg,A. Touw,A. Touw,N/A,14660,9-3-1975,1975-03-09,N/A,Macromitrium incurvifolium (Hook. & Grev.) Schwaegr.,Macromitrium incurvifolium,D. H. Vitt,N/A,Plumeria,Papua New Guinea,Morobe,N/A,Lae,"Morobe Distr., Lae. In fork of Plumeria tree in garden.",In fork of Plumeria tree in garden,In garden,c. 20 m.,N/A,C0268554F,Typed,no type status
C0268557F.jpg,A. Touw No. 18543,A. Touw,N/A,18543,20.5.1975,1975-05-20,N/A,Macromitrium longicaule C. Müll.,Macromitrium longicaule,D. H. Vitt,20.5.1975,N/A,Papua New Guinea,West Sepik,N/A,Busilmin,"Papua New Guinea, West Sepik Distr., Star Mts., c. 5°S 141°05'E Busilmin",Wet forest on slope above Ok Din river west of Busilmin; on trees along Ok Din River,Wet forest on slope,c. 1500 - 1550 m,c. 5°S 141°05'E,C0268557F,Typed,no type status
C0268558F.jpg,A. Touw No.,A. Touw,N/A,17369,8.5. 1975,1975-05-08,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,Dat: 8.5. 1975,N/A,Papua New Guinea,West Sepik,N/A,N/A,"West Sepik Distr., Star Mts., c. 5° S141°05’E NE summit of Mt. Capella;",Northeast summit of Mount Capella,on stems and branches of trees and shrubs in summit scrub,Alt: c. 3900 m,c. 5° S141°05’E,C0268558F,Typed,no type status
