Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0000_C0268502F_p.jpg,Leg. M. Fleischer,M. Fleischer,N/A,B 2574,25.V.1903,1903-05-25,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,Queensland,N/A,Eumundi,"Eumundi (ca. 100 km nördlich Brisbane), Urwald","Eumundi, approximately 100 kilometers north of Brisbane",Urwald,N/A,N/A,1076713 | 1046581,Typed,no type status
0001_C0268508F_p.jpg,Leg. M. Fleischer,M. Fleischer,N/A,B. 2692,25.3.1903,1903-03-25,N/A,Macrotritium,Macrotritium,N/A,N/A,N/A,Australia,Queensland,N/A,Eumundi,"ca. 100 km nördlich Brisbane, Urwald.","approximately 100 kilometers north of Brisbane, virgin forest",virgin forest,N/A,N/A,1076699,Typed,no type status
0002_C0268514F_p.jpg,M. Fleischer,M. Fleischer,N/A,B 2552,6.4.1903,1903-04-06,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,New South Wales,N/A,Wentworth Falls,"Blue Mountains bei Sydney, Wentworth Falls","Blue Mountains near Sydney, Wentworth Falls",N/A,N/A,N/A,1076824,Typed,no type status
0003_C0268520F_p.jpg,Leg. M. Fleischer nr. b 2697,M. Fleischer,N/A,b 2697,20.3.1903,1903-03-20,N/A,Macromitrium,Macromitrium,N/A,N/A,N/A,Australia,Queensland,N/A,N/A,"Australien: Queensland, bei Brisbane",near Brisbane,N/A,N/A,N/A,1076705,Typed,no type status
0004_C0268544F.jpg,N. Nakajima,N. Nakajima,N/A,1229,"Mar. 27, 1971",1971-03-27,N/A,Macrothamnium syntrichodontum (Sull. et Lesq.) O. Ktze.,Macrothamnium syntrichodontum,N. Nakajima,N/A,N/A,Japan,Wakayama Prefecture,N/A,N/A,"Oto-mura, Nishimuro-gun",Oto-mura,On vertical face of rock,330 m alt.,N/A,N/A,Typed,no type status
0005_C0268545F.jpg,T. Nakajima,T. Nakajima,N/A,714,"May 4, 1956",1956-05-04,N/A,Macrothamnium pumilostomum Sull. et Lesq.,Macrothamnium pumilostomum,A. Noguchi,"May 4, 1956",N/A,Japan,Nara,N/A,Ohtako,"On trunks of Fagus crenata, ca. 1200 m. alt., Mt. Ohtako, Nara Prefecture","On trunks of Fagus crenata, at approximately 1200 meters altitude, Mount Ohtako",On trunks of Fagus crenata,ca. 1200 m. alt.,N/A,1043492,Typed,no type status
0006_C0268546F.jpg,T. Nakajima,T. Nakajima,N/A,1129,"March 28, 1967",1967-03-28,N/A,Macrothamnium japonomontanum Sull. & Lesq. cf. fr.,Macrothamnium japonomontanum,T. Nakajima,"March 28, 1967",N/A,Japan,Wakayama,N/A,Shirahama-cho,"On rocks, ca. 100 m alt., Syogawa, Shirahama-cho, Nishimuro-gun, Wakayama Prefecture","On rocks, approximately 100 meters altitude, Syogawa, Shirahama-cho",N/A,ca. 100 m alt.,N/A,1043491,Typed,no type status
0007_C0268548F.jpg,S. Hattori,S. Hattori,N/A,s.n.,IX. 1946,1946-09-00,N/A,Macromitrium gymnostomum Sull. et Lesq.,Macromitrium gymnostomum,A. Noguchi,Ser. I (1947),N/A,Japan,Miyazaki,N/A,Minamiata,"KIUSHIU, Miyazaki, Minamiata, Sakatani, ad arborum truncos, ca 500 m.",Sakatani,ad arborum truncos,ca 500 m.,N/A,1253073,Typed,no type status
0008_C0268549F.jpg,R.P. J.B. Faurie,J. B. Faurie,N/A,s.n.,20-4-1898,1898-04-20,N/A,Macrothamnium gymnostomum S. I.,Macrothamnium gymnostomum,Thériot,N/A,N/A,Japan,N/A,N/A,N/A,Japon: iles Liu-Kiu - Centre de l'ile,Centre of the island,N/A,N/A,N/A,1000415,Typed,no type status
0009_C0268550F.jpg,R.P. J. B. Faurie,R. P. J. B. Faurie,N/A,s.n.,oct-nov.1898,1898-10-00,1898-11-00,Macromitrium syntrichum S. I.,Macromitrium syntrichum,Thér.,N/A,N/A,Japan,N/A,N/A,Yaku-Shima,Japon : Yaku-Sima,Yaku-Shima,N/A,N/A,N/A,1000416,Typed,no type status
0010_C0268554F.jpg,A. Touw,A. Touw,N/A,14660,9-3-1975,1975-03-09,N/A,Macromitrium incurvifolium (Hook. & Grev.) Schwagr.,Macromitrium incurvifolium,D. H. Vitt,s.d.,N/A,Papua New Guinea,Morobe,N/A,Lae,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden.",In fork of Plumeria tree in garden.,[precise locality unknown],Alt. c. 20 m.,N/A,1142151,Typed,no type status
0011_C0268557F.jpg,A. Touw,A. Touw,N/A,18543,20.V.1975,1975-05-20,N/A,Macromitrium longicaule C. Müll.,Macromitrium longicaule,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,Busilmin,"c. 5°11'S/141°07'E Busilmin Dist., Star Mts. on slope above Ok Din river W of Busilmin; on trees along Ok Din River.",Star Mountains on slope above Ok Din River west of Busilmin; on trees along Ok Din River,N/A,1500 - 1550 m.,c. 5°11'S/141°07'E,No: 1141855,Typed,no type status
0012_C0268558F.jpg,A. Town,A. Town,N/A,17369,8.5.1975,1975-05-08,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"c. 5°14' N/141°E, New Guinea, West Sepik Distr., Star Mts., Papua New Guinea. Summit of Mt. Capella; on stems and branches of trees and shrubs in summit scrub.",Summit of Mt. Capella; on stems and branches of trees and shrubs,Summit scrub,3900 m.,c. 5°14' N/141°E,1142194,Typed,no type status
0013_C0268559F.jpg,A. Touw,A. Touw,N/A,16376,17.4.1975,1975-04-17,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,Papua New Guinea,East Sepik,N/A,N/A,"c. 5 mi NE Weimea, WeWiak Bilbil, Star Mts., Limestone ridge near camp; c. 4-5 m. high stunted forest on ridge. On trees and shrubs.","approximately 5 miles northeast Weimea, WeWiak Bilbil, Star Mountains, Limestone ridge near camp",On trees and shrubs in high stunted forest on ridge,Alt. c. 3600 m.,N/A,1142178,Typed,no type status
0014_C0268560F.jpg,A. Tow,A. Tow,N/A,7312,8.5.,s.d.,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D.H. Vitt,8.5.,N/A,Papua New Guinea,Northeast New Guinea,N/A,N/A,NE Summit Dist. Star Mts. Summit of ridge between Mt. Capella Base Camp and Mt. Capella ridge; on isolated tree.,Summit of ridge between Mount Capella Base Camp and Mount Capella ridge; on an isolated tree.,N/A,3650 m.,"c. S 5°11'05"" E 141°31'02""",1142156,Typed,no type status
0015_C0268561F.jpg,A. Town,A. Town,N/A,16420,19.4,1975-04-19,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,19.4,N/A,Papua New Guinea,Western Highlands,N/A,N/A,"Mt. Hagen Dist., nr. Mendi, forest remnant in deep chasm near the summit on soaking wet bark of trees.","Mt. Hagen District, near Mendi, forest remnant in deep chasm near the summit on soaking wet bark of trees",Forest remnant in deep chasm near the summit on soaking wet bark of trees,c. 3900 m.,"c. 5° 41' 90.5"" E",No 1142175,Typed,no type status
0016_C0268562F.jpg,A. Town No. 17205,A. Town,N/A,17205,5.5.1975,1975-05-05,N/A,Macromitrium macrosporum Broth.,Macromitrium macrosporum,D. H. Vitt,N/A,N/A,New Guinea,N/A,N/A,N/A,"New Guinea, West Sepik Dist., Star Mts., c. 5°45'N 141°05'E, Near Mt. Capella Base Camp, along trail to Tamamagabi","Near Mt. Capella Base Camp, along trail to Tamamagabi",open sub-alpine scrub. At base of limestone rock.,3450 m,c. 5°45'N 141°05'E,1141880,Typed,no type status
0017_C0268563F.jpg,A. Tow,A. Tow,N/A,18046,14.5.1975,1975-05-14,N/A,Macromitrium megalocladon Fleisch.,Macromitrium megalocladon,D. H. Vitt,N/A,N/A,Papua New Guinea,West Sepik,N/A,N/A,"c. 5°54'S/141°08'E, upper montane forests, between Fologi and Arfaks' Camp.","upper montane forests, between Fologi and Arfak's Camp",Pendulous from heavy tree branches and slanting trunks,alt. c 2500 – 2600 m.,c. 5°54'S/141°08'E,N° 1142187,Typed,no type status
