Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0000_C0020034F.jpg,R. M. Schuster,R. M. Schuster,N/A,68-1644,Aug. 17 68,1968-08-17,N/A,Anastrophylum minutum + gemm.,Anastrophylum minutum,R. M. Schuster,N/A,Diplophyllum taxifolium,Canada,Newfoundland and Labrador,N/A,N/A,"Along Humber R., in Squires Memorial Park, near Rte 1A.","Along Humber River, in Squires Memorial Park, near Route 1A",N/A,N/A,N/A,N/A,Typed,no type status
0001_C0020052F.jpg,R. M. Schuster & K. Damsholt,R. M. Schuster,K. Damsholt,82-1049,July 3.,1982-07-03,N/A,Anastrophylum minutum (SCHREB.)SCHUST. v. grandis (GOTT.)SCHUST.,Anastrophylum minutum v. grandis,R. M. Schuster,1982,Cephalozia bicuspidata,Greenland,N/A,N/A,N/A,"Frederiksdal 60°00'N lat., 44°40'W. long.",Frederiksdal,N/A,N/A,"60°00'N lat., 44°40'W. long.",S1,Typed,no type status
0002_C0025138F.jpg,R. M. Schuster,R. M. Schuster,N/A,9067,June 30 19 51,1951-06-30,N/A,"Frullania asagrayana Mont., male, can per. | Plagiochila tridenticulata Dum. (traces)",Frullania asagrayana | Plagiochila tridenticulata,N/A,N/A,N/A,United States of America,North Carolina,N/A,N/A,"Balsam Gap, N.C., ca. 25 mi. n. of Asheville, along Blue Ridge Parkway","approximately 25 miles north of Asheville, along Blue Ridge Parkway",on Abies fraseri,5220-5260 feet,N/A,N/A,Typed,no type status
0003_C0025164F.jpg,R. M. Schuster,R. M. Schuster,N/A,79-488,April 14 19 79,1979-04-14,N/A,Frullania asagrayana,Frullania asagrayana,R. M. Schuster,N/A,N/A,United States of America,Arkansas,Stone,N/A,"Ozark Natl. Forest. Barkshed Camp, ca. 10 mi E. of Big Flat","Ozark National Forest, Barkshed Camp, approximately 10 miles east of Big Flat",N/A,N/A,N/A,N/A,Typed,no type status
0004_C0000578F.jpg,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii var. papillata,Engel & Merr.,N/A,Blechnum novae-zelandiae | Weinmannia | Dicksonia | Leptospermum scoparium,New Zealand,Auckland,N/A,N/A,"NORTH ISLAND. AUCKLAND PROV.: Whareorino Forest, start of track to Leitch's Hut. 280 m","North Island, Auckland Prov, Whareorino Forest, start of track to Leitch's Hut","On clayey bank, clay banks with Blechnum novae-zelandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m,"38° 24.5' S, 174° 49.8' E",00000578F,Typed,holotype
0005_C2077563F.jpg,"Benoist, n",N/A,N/A,4659,s.d.,N/A,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1982,N/A,Ecuador,N/A,N/A,Quito,environs de Quito,environs de Quito,N/A,N/A,N/A,1039453,Handwritten,no type status
0006_C2077566F.jpg,Marko Lewis,M. Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. Lin,Umo 1992,N/A,Bolivia,La Paz,Larecaja,Sorata,"DEPTO. LA PAZ, PROV. LARECAJA; Near large red out-crop 2 mi. from Sorata town Rio Conasta",Near large red outcrop 2 miles from Sorata town Rio Conasta,Bromeliad habitat. Abundant on rock faces of exposed cliffs,2630 m.,N/A,1032221,Typed,no type status
0007_C2077567F.jpg,Marko Lewis,M. Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1982,N/A,Bolivia,La Paz,N/A,Larecaja,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Rio Cosata, 15° 47' S, 68° 43' W.",Near large red outcrop 2 miles from Sorata down Rio Cosata,"Bromeliad-grass habitat on exposed cliffs, 2630 meters",2630 m,"15° 47' S, 68° 43' W",1032219,Typed,no type status
0008_C2077568F.jpg,Marko Lewis,M. Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,"DEPTO. LA PAZ, PROV. SAAVEDRA: On mountain side directly N. of river, beneath Niño Kariña, NW of Chuma, 15° 08' S., 69° 03' W.","On mountain side directly north of river, beneath Niño Kariña, northwest of Chuma",Humid cliffs and steep slopes,3320 m,"15° 08' S., 69° 03' W.",1032220,Typed,no type status
0009_C2077569F.jpg,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. Lina Luna,1982,N/A,Bolivia,Cochabamba,N/A,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termas Hotel, alt. ca. 2700 m., 28 km. NW. Cochabamba","On conglomerate boulder on northwest slope of Mount Tunari, near Liriuni Aguas Termas Hotel",shrubby northwest slope of Mount Tunari,alt. ca. 2700 m.,N/A,s.n.,Typed,no type status
