associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,PASS,PASS,PASS,Urwald,N/A,Macromitrium,[precise locality unknown],N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,Macromitrium,PASS
N/A,PASS,Australia,Queensland,PASS,N/A,Macromitrium,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,N/A,PASS,Macromitrium,PASS
N/A,PASS,Australia,New South Wales,N/A,N/A,Macromitrium,PASS,N/A,1903-04-06,PASS,PASS,PASS,B 2552,N/A,N/A,no type status,PASS,N/A,N/A,N/A,6.4.1903,Macromitrium,PASS
N/A,PASS,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,PASS,PASS,PASS,PASS,B 2697,N/A,PASS,no type status,PASS,N/A,N/A,N/A,PASS,Macromitrium,bei Brisbane
N/A,PASS,Japan,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
PASS,PASS,Japan,Nara Prefecture,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,1958-05-04,PASS,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"May 4, 1958",PASS,"On trunks of Fagus crenata, ca. 1200 m. alt., Mt. Obako, Nara Prefecture"
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,[precise locality unknown],N/A,PASS,PASS,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,ca 500 m,PASS,PASS,PASS
N/A,PASS,Japan,Iles Liou-Kiou,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,1898-04-20,N/A,Handwritten,1000415,PASS,PASS,PASS,no type status,PASS,N/A,N/A,N/A,20.4.1898,PASS,PASS
N/A,PASS,Japan,PASS,N/A,Thériot,Macromitrium gymnostomum,PASS,1898-11-00,1898-10-00,N/A,PASS,PASS,s.n.,N/A,PASS,no type status,PASS,N/A,N/A,N/A,oct.nov.1898,PASS,PASS
N/A,PASS,PASS,Morobe District,PASS,PASS,Macromitrium incurvifolium,PASS,N/A,1975-03-09,N/A,PASS,1142151,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,PASS,PASS,PASS,PASS,Macromitrium longicaule,PASS,N/A,1975-05-20,N/A,Typed,1141855,18543,PASS,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,D. H. Vitt,Macromitrium macrosporum,PASS,N/A,PASS,N/A,Typed,1142194,17369,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,PASS,On trees and shrubs,PASS,Macromitrium macrosporum,PASS,N/A,1975-04-17,PASS,PASS,1142178,PASS,PASS,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,PASS,PASS,PASS,PASS,Macromitrium macrosporum,PASS,N/A,1975-05-08,N/A,Typed,1142156,PASS,N/A,N/A,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium macrosporum,PASS,N/A,1975-04-19,N/A,Typed,1142175,PASS,PASS,N/A,no type status,D. H. Vitt,PASS,PASS,PASS,PASS,Macromitrium macrosporum Broth.,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium macrosporum,PASS,N/A,1975-05-05,N/A,PASS,1141880,17205,PASS,N/A,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,Pendulous from heavy tree branches and slanting trunks,PASS,Macromitrium megalocladon,PASS,N/A,1975-05-14,N/A,PASS,1142187,18046,PASS,N/A,no type status,PASS,PASS,PASS,PASS,14.5.1975,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-21,PASS,PASS,1142432,16555,PASS,N/A,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,D. H. Vitt,Papua New Guinea,PASS,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-07,PASS,Typed,1142300,15768,PASS,N/A,no type status,D.H. Vitt,PASS,PASS,PASS,PASS,Macromitrium megalocladon Fleisch.,PASS
N/A,PASS,Japan,PASS,PASS,PASS,Macromitrium incurvum,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,PASS,N/A,PASS,PASS,PASS,N/A,1951-12-25,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,"December 25, 1951",PASS,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,1043490,s.n.,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,"On rocks, ca. 100m. above sea, Koonose, Kumamoto Prefecture"
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,PASS,PASS,PASS,Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,PASS,China,PASS,PASS,PASS,Macromitrium gymnostomum,Kushan near Foochow,N/A,PASS,PASS,Typed,PASS,B.206,N/A,N/A,no type status,H. H. Chung,N/A,N/A,PASS,PASS,PASS,Kushan near Foochow
N/A,PASS,China,PASS,On rock in bamboo forest,Theriot,PASS,PASS,N/A,PASS,PASS,Typed,PASS,B.20,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,1981-07-23,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,PASS,1989,PASS,23 July 1981,PASS,PASS
N/A,N/A,China,Fukien Province,PASS,PASS,Macromitrium japonicum,PASS,N/A,PASS,PASS,Typed,PASS,B.4.,N/A,N/A,PASS,PASS,N/A,N/A,N/A,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,1981-07-09,N/A,PASS,PASS,PASS,PASS,N/A,no type status,Timo Koponen,PASS,PASS,PASS,9 July 1981,PASS,PASS
N/A,PASS,Japan,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,PASS,1049048,PASS,N/A,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Japan,Honshu,N/A,N/A,Macromitrium incurvum,PASS,N/A,PASS,PASS,Typed,1356480,s.n.,Musashi,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
