associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Fleischer,Australia,Queensland,N/A,PASS,Macromitrium,PASS,N/A,1903-03-25,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,N/A,25.3.1903,Macromitrium,PASS
N/A,M. Fleischer,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,1903-03-25,N/A,PASS,1076699,PASS,N/A,PASS,PASS,PASS,N/A,N/A,N/A,25.3.1903,Macromitrium,PASS
PASS,M. Fleischer,Australia,New South Wales,N/A,N/A,Macromitrium,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,no type status,leg. M. Fleischer nr. B 2552,N/A,N/A,N/A,PASS,Macromitrium,PASS
N/A,M. Fleischer,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,1903-03-20,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,N/A,20.3.1903,Macromitrium,PASS
PASS,PASS,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,C0288544F,PASS,PASS,PASS,no type status,PASS,N/A,"Mar. 27, 1971",PASS,PASS,PASS,PASS
PASS,PASS,Japan,Nara Prefecture,PASS,A. Noguchi,Macromitrium gymnostomum,PASS,PASS,1958-05-04,PASS,PASS,PASS,1043492,PASS,PASS,no type status,PASS,PASS,PASS,PASS,"May 4, 1958",Macromitrium gymnostomum Sull. et Lesq.,PASS
N/A,PASS,Japan,PASS,N/A,A. Noguchi,PASS,PASS,N/A,PASS,PASS,Typed,PASS,1043491,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,Ile Liou-Kiou,N/A,Thériot,Macromitrium gymnostomum,PASS,PASS,1898-04-20,PASS,PASS,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,N/A,20.4.1898,Macromitrium gymnostomum S. L.,PASS
N/A,PASS,Japan,N/A,N/A,PASS,Macromitrium gymnostomum,PASS,1898-11-00,1898-10-00,N/A,PASS,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,N/A,oct.nov.1898,PASS,PASS
PASS,PASS,Papua New Guinea,Morobe,PASS,PASS,Macromitrium incurvifolium,PASS,N/A,1975-09-03,PASS,Typed,A. Town No. 14660,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,N/A,Papua New Guinea,PASS,PASS,PASS,Macromitrium longicaule,PASS,N/A,1975-05-20,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,N/A,PASS,20.5.1975,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,N/A,PASS,PASS,PASS,N/A,1975-05-08,N/A,Typed,PASS,1142194,N/A,N/A,no type status,PASS,PASS,N/A,PASS,8.5. 1975,PASS,PASS
PASS,PASS,PASS,West Sepik District,PASS,PASS,PASS,PASS,N/A,1975-04-17,PASS,Typed,PASS,1142178,PASS,PASS,no type status,PASS,PASS,N/A,PASS,17.4.1975,PASS,PASS
N/A,N/A,PASS,PASS,N/A,PASS,Macromitrium macrosporum,PASS,N/A,1975-05-08,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,8.5. 1975,PASS,PASS
PASS,PASS,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,1975-04-19,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,N/A,3900 m.,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,PASS,PASS,PASS,PASS,PASS,N/A,1975-05-05,N/A,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,West Sepik Distr.,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-05-14,N/A,Typed,PASS,1142187,PASS,N/A,no type status,PASS,PASS,N/A,PASS,14.5.1975,PASS,PASS
PASS,PASS,Papua New Guinea,PASS,PASS,D.H. Vitt,Macromitrium megalocladon,PASS,N/A,1975-04-21,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,Macromitrium megalocladon Fleisch.,PASS
PASS,D. H. Vitt,Papua New Guinea,West Sepik Distr.,PASS,PASS,Macromitrium megalocladon,PASS,N/A,1975-04-07,PASS,Typed,PASS,1142300,PASS,PASS,no type status,D.H. Vitt,PASS,PASS,PASS,PASS,Macromitrium megalocladon Fleisch.,PASS
PASS,PASS,Japan,Miyazaki,PASS,A. Noguchi,Macromitrium incurvum,PASS,PASS,PASS,Obi,Typed,PASS,PASS,Minaminaka,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
