associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,M. Fleischer,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,1903-03-25,N/A,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,N/A,25.3.1903,Macromitrium,PASS
N/A,M. Fleischer,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,PASS,N/A,Typed,1076699,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,Macromitrium,PASS
PASS,M. Fleischer,Australia,New South Wales,N/A,N/A,Macromitrium,PASS,N/A,PASS,PASS,Typed,PASS,PASS,PASS,PASS,no type status,leg. M. Fleischer nr. B 2552,N/A,N/A,N/A,PASS,Macromitrium,PASS
N/A,M. Fleischer,Australia,Queensland,N/A,N/A,Macromitrium,PASS,N/A,1903-03-20,N/A,PASS,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,N/A,20.3.1903,Macromitrium,PASS
PASS,PASS,Japan,PASS,PASS,PASS,Macromitrium gymnostomum,PASS,N/A,1971-03-27,PASS,Typed,PASS,PASS,PASS,PASS,no type status,PASS,N/A,PASS,330 m alt.,"Mar. 27, 1971",PASS,PASS
PASS,T. Nakajima,Japan,Nara Prefecture,PASS,A. Noguchi,PASS,PASS,PASS,1958-05-04,PASS,PASS,PASS,PASS,PASS,A. Noguchi,no type status,PASS,PASS,PASS,PASS,"May 4, 1958",PASS,PASS
PASS,PASS,Japan,PASS,PASS,A. Noguchi,PASS,PASS,N/A,PASS,PASS,Typed,PASS,1043491,PASS,PASS,no type status,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N/A,PASS,Japan,Miyazaki,N/A,PASS,Macromitrium gymnostomum,PASS,N/A,PASS,Sakatani,PASS,PASS,PASS,PASS,PASS,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
N/A,PASS,Japan,PASS,N/A,Thériot,Macromitrium gymnostomum,PASS,PASS,1898-04-20,PASS,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,N/A,20.4.1898,Macromitrium gymnostomum S. L.,PASS
N/A,PASS,Japan,PASS,N/A,PASS,Macromitrium gymnostomum,PASS,1898-11-00,1898-10-00,N/A,Typed,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
N/A,PASS,Papua New Guinea,Morobe,N/A,PASS,PASS,PASS,N/A,1975-09-03,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,"Papua New Guinea, Morobe Distr., Lae. In fork of Plumeria tree in garden."
N/A,N/A,Papua New Guinea,PASS,PASS,D.H. Vitt,Macromitrium longicaule,PASS,N/A,1975-05-20,PASS,Typed,PASS,PASS,PASS,N/A,no type status,PASS,PASS,N/A,PASS,20.5.1975,PASS,PASS
